Unique ID,created_at,user_id,username,user_screen_name,text,retweets_count,likes_count,mentions,urls,photos,hashtags,SentimentScore,CountPunc,Readability,no_of_words,no_of_question_marks,no_of_exclamation_marks,no_of_hashtags,no_of_urls,tokenized_text,token_texts,Final Label
19947,2021-02-09 07:24:17 Eastern Standard Time,1.33E+18,jiminey56386668,@jimineycricket,What is the #covid jab exactly doing effectively? #vaccine #jab #scamdemic #notolockdown #idonotconsent #covid19 #coronavirus #plandemic #nuremberg #humanlabrats  https://t.co/74RtQfuLjD,3,2,[],[],['https://pbs.twimg.com/media/EtyMtjHXEAAFNF7.jpg'],"['covid', 'vaccine', 'jab', 'scamdemic', 'notolockdown', 'idonotconsent', 'covid19', 'coronavirus', 'plandemic', 'nuremberg', 'humanlabrats']",0.4404,17,29.5,19,1,0,11,0,"['What', 'is', 'the', '#covid', 'jab', 'exactly', 'doing', 'effectively', '?', '#vaccine', '#jab', '#scamdemic', '#notolockdown', '#idonotconsent', '#covid19', '#coronavirus', '#plandemic', '#nuremberg', '#humanlabrats', 'https://t.co/74RtQfuLjD']","['#covid', 'jab', 'exactly', 'effectively', '?', '#vaccine', '#jab', '#scamdemic', '#notolockdown', '#idonotconsent', '#covid19', '#coronavirus', '#plandemic', '#nuremberg', '#humanlabrats', 'https://t.co/74RtQfuLjD']",FAKE
9674,2021-02-17 05:04:37 Eastern Standard Time,266067803,infinite_ennui,Infinite Idiocracy,They're coming after your children.  #Vaccine #mRNA #DNA #Covid #Covid19 #Coronavirus #Lockdown #Lockdown2021 #Lockdown3 #Corona  https://t.co/BfTJPgK4Tm,0,1,[],[],['https://pbs.twimg.com/media/Eua5dJDXcAUiC2K.jpg'],"['vaccine', 'mrna', 'dna', 'covid', 'covid19', 'coronavirus', 'lockdown', 'lockdown2021', 'lockdown3', 'corona']",0,17,26.6,16,0,0,10,0,"[""They're"", 'coming', 'after', 'your', 'children', '.', '#Vaccine', '#mRNA', '#DNA', '#Covid', '#Covid19', '#Coronavirus', '#Lockdown', '#Lockdown2021', '#Lockdown3', '#Corona', 'https://t.co/BfTJPgK4Tm']","[""They're"", 'coming', 'children', '.', '#Vaccine', '#mRNA', '#DNA', '#Covid', '#Covid19', '#Coronavirus', '#Lockdown', '#Lockdown2021', '#Lockdown3', '#Corona', 'https://t.co/BfTJPgK4Tm']",FAKE
9391,2021-02-17 09:04:33 Eastern Standard Time,266067803,infinite_ennui,Infinite Idiocracy,He's a Monster.  Resist everything that comes from power-crazed nerd.  #BillGates #Vaccine #Covid19 #Lockdown #Lockdown2021  https://t.co/O0fMJeJBWC,0,0,[],[],['https://pbs.twimg.com/media/EubwTbIWgAY4Xq9.jpg'],"['billgates', 'vaccine', 'covid19', 'lockdown', 'lockdown2021']",-0.296,14,24.9,16,0,0,5,0,"[""He's"", 'a', 'Monster', '.', 'Resist', 'everything', 'that', 'comes', 'from', 'power-crazed', 'nerd', '.', '#BillGates', '#Vaccine', '#Covid19', '#Lockdown', '#Lockdown2021', 'https://t.co/O0fMJeJBWC']","[""He's"", 'Monster', '.', 'Resist', 'everything', 'comes', 'power-crazed', 'nerd', '.', '#BillGates', '#Vaccine', '#Covid19', '#Lockdown', '#Lockdown2021', 'https://t.co/O0fMJeJBWC']",FAKE
10382,2021-02-16 15:26:33 Eastern Standard Time,266067803,infinite_ennui,Infinite Idiocracy,lol you're being taken for fools.  #Covid #Covid19 #Lockdown #Lockdown2021 #Lockdown3 #Coronavirus #Vaccine  https://t.co/quonU2ShL8,0,0,[],[],['https://pbs.twimg.com/media/EuX-GBcWQAMPxUt.jpg'],"['covid', 'covid19', 'lockdown', 'lockdown2021', 'lockdown3', 'coronavirus', 'vaccine']",-0.1027,14,24.9,14,0,0,7,0,"['lol', ""you're"", 'being', 'taken', 'for', 'fools', '.', '#Covid', '#Covid19', '#Lockdown', '#Lockdown2021', '#Lockdown3', '#Coronavirus', '#Vaccine', 'https://t.co/quonU2ShL8']","['lol', 'taken', 'fools', '.', '#Covid', '#Covid19', '#Lockdown', '#Lockdown2021', '#Lockdown3', '#Coronavirus', '#Vaccine', 'https://t.co/quonU2ShL8']",FAKE
8812,2021-02-17 17:05:38 Eastern Standard Time,1.25E+18,roina49155792,?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?å?É?Ç?Ç?∏Roina?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?å?É?Ç?Ç?∏?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?ë?É?Ç?Ç?®?É?É?Ç?¢?É?Ç?Ç?Ä?É?Ç?Ç?ç?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?ë?É?Ç?Ç?©?É?É?Ç?¢?É?Ç?Ç?Ä?É?Ç?Ç?ç?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?ë?É?Ç?Ç?ß?É?É?Ç?¢?É?Ç?Ç?Ä?É?Ç?Ç?ç?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?ë?É?Ç?Ç?¶?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?í?É?Ç?Ç???É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?è?É?Ç?Ç?ª?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?∏?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç???É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?¨?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?ß?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?Æ?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?∏?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?©?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?∞?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?´?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?Æ?É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç???É?É?Ç?∞?É?Ç?Ç???É?Ç?Ç?á?É?Ç?Ç?∏?É?É?Ç?¢?É?Ç?Ç???É?Ç?Ç?ï,"This is crazy, here we got most likely   explanation for the covid-19 outbreak, thay got the means and motive and gains. Can't understand how I haven't seen this before, have to be seen and shared! #COVID19 #COVID19Vaccine #pandemic #outbreakcovid #vaccine  https://t.co/SSsqdPynCx",4,3,[],[],[],"['covid19', 'covid19vaccine', 'pandemic', 'outbreakcovid', 'vaccine']",0.4003,18,16.1,41,0,1,5,0,"['This', 'is', 'crazy', ',', 'here', 'we', 'got', 'most', 'likely', 'explanation', 'for', 'the', 'covid', '-', '19', 'outbreak', ',', 'thay', 'got', 'the', 'means', 'and', 'motive', 'and', 'gains', '.', ""Can't"", 'understand', 'how', 'I', ""haven't"", 'seen', 'this', 'before', ',', 'have', 'to', 'be', 'seen', 'and', 'shared', '!', '#COVID19', '#COVID19Vaccine', '#pandemic', '#outbreakcovid', '#vaccine', 'https://t.co/SSsqdPynCx']","['crazy', ',', 'got', 'likely', 'explanation', 'covid', '-', '19', 'outbreak', ',', 'thay', 'got', 'means', 'motive', 'gains', '.', ""Can't"", 'understand', 'seen', ',', 'seen', 'shared', '!', '#COVID19', '#COVID19Vaccine', '#pandemic', '#outbreakcovid', '#vaccine', 'https://t.co/SSsqdPynCx']",FAKE
13718,2021-02-14 06:44:24 Eastern Standard Time,266067803,infinite_ennui,Infinite Idiocracy,Resist the NAZI VACCINE PASSPORTS with everything you've got.  This is the entry point to an oppressive Chinese Social Credit Score System.  The beginning of your enslavement by the Elites.  #Covid #Covid19 #Coronavirus #Lockdown #Vaccine #VaccinePassports #NaziVaccinePassports,0,0,[],[],[],"['covid', 'covid19', 'coronavirus', 'lockdown', 'vaccine', 'vaccinepassports', 'nazivaccinepassports']",-0.0258,11,27.5,37,0,0,7,0,"['Resist', 'the', 'NAZI', 'VACCINE', 'PASSPORTS', 'with', 'everything', ""you've"", 'got', '.', 'This', 'is', 'the', 'entry', 'point', 'to', 'an', 'oppressive', 'Chinese', 'Social', 'Credit', 'Score', 'System', '.', 'The', 'beginning', 'of', 'your', 'enslavement', 'by', 'the', 'Elites', '.', '#Covid', '#Covid19', '#Coronavirus', '#Lockdown', '#Vaccine', '#VaccinePassports', '#NaziVaccinePassports']","['Resist', 'NAZI', 'VACCINE', 'PASSPORTS', 'everything', 'got', '.', 'entry', 'point', 'oppressive', 'Chinese', 'Social', 'Credit', 'Score', 'System', '.', 'beginning', 'enslavement', 'Elites', '.', '#Covid', '#Covid19', '#Coronavirus', '#Lockdown', '#Vaccine', '#VaccinePassports', '#NaziVaccinePassports']",FAKE
14609,2021-02-13 00:20:30 Eastern Standard Time,2964562403,bijtayari,Bijan Tayari,Another creep of #Fascism.  In #Nazi Germany it started with fines!!!  #Resist #COVID19 #lockdown #facemask #vaccine Fascism.  https://t.co/G52Y3CYChT,0,0,[],[],"['https://pbs.twimg.com/media/EuFSEhpWQAArAs9.jpg', 'https://pbs.twimg.com/media/EuFSEh0XYAASh_9.jpg', 'https://pbs.twimg.com/media/EuFSEh4XAAEcnAs.jpg', 'https://pbs.twimg.com/media/EuFSEhyXIAQK0c1.jpg']","['fascism', 'nazi', 'resist', 'covid19', 'lockdown', 'facemask', 'vaccine']",0,17,21.6,18,0,3,7,0,"['Another', 'creep', 'of', '#Fascism', '.', 'In', '#Nazi', 'Germany', 'it', 'started', 'with', 'fines', '!', '!', '!', '#Resist', '#COVID19', '#lockdown', '#facemask', '#vaccine', 'Fascism', '.', 'https://t.co/G52Y3CYChT']","['Another', 'creep', '#Fascism', '.', '#Nazi', 'Germany', 'started', 'fines', '!', '!', '!', '#Resist', '#COVID19', '#lockdown', '#facemask', '#vaccine', 'Fascism', '.', 'https://t.co/G52Y3CYChT']",FAKE
17296,2021-02-10 23:25:21 Eastern Standard Time,51101842,tmart16,Thomas,#joebiden &amp; #democrats want #COVID19 #Vaccine ID Cards &amp; #Travel ID Cards to Control Where You Go &amp; How You Do It - BUT DO NOT WANT VOTER ID!!! - Read Between the Lines #America! You're Being Played for Fools! - #USA #FIGHTBACK  PUT PRESSURE ON YOUR POLITICIANS! THEY WORK FOR YOU  https://t.co/zG2kbQruRW,0,0,[],[],['https://pbs.twimg.com/media/Et6x4TiXUAAl5_0.jpg'],"['joebiden', 'democrats', 'covid19', 'vaccine', 'travel', 'america', 'usa', 'fightback']",-0.8506,29,11.7,53,0,6,8,0,"['#joebiden', '&', 'amp', ';', '#democrats', 'want', '#COVID19', '#Vaccine', 'ID', 'Cards', '&', 'amp', ';', '#Travel', 'ID', 'Cards', 'to', 'Control', 'Where', 'You', 'Go', '&', 'amp', ';', 'How', 'You', 'Do', 'It', '-', 'BUT', 'DO', 'NOT', 'WANT', 'VOTER', 'ID', '!', '!', '!', '-', 'Read', 'Between', 'the', 'Lines', '#America', '!', ""You're"", 'Being', 'Played', 'for', 'Fools', '!', '-', '#USA', '#FIGHTBACK', 'PUT', 'PRESSURE', 'ON', 'YOUR', 'POLITICIANS', '!', 'THEY', 'WORK', 'FOR', 'YOU', 'https://t.co/zG2kbQruRW']","['#joebiden', '&', 'amp', ';', '#democrats', 'want', '#COVID19', '#Vaccine', 'ID', 'Cards', '&', 'amp', ';', '#Travel', 'ID', 'Cards', 'Control', 'Go', '&', 'amp', ';', '-', 'WANT', 'VOTER', 'ID', '!', '!', '!', '-', 'Read', 'Lines', '#America', '!', 'Played', 'Fools', '!', '-', '#USA', '#FIGHTBACK', 'PUT', 'PRESSURE', 'POLITICIANS', '!', 'WORK', 'https://t.co/zG2kbQruRW']",FAKE
1035,2021-02-24 06:47:34 Eastern Standard Time,266067803,infinite_ennui,Infinite Idiocracy,No one's buying their Fascist bullshit anymore.  #Ratioed #WEF #KlausSchwab #Fascists #Globalists #TheGreatReset #Covid19 #Lockdown #Roadmap #Vaccine #VaccinePassports  https://t.co/wpDB6ZnNDW,1,2,[],[],['https://pbs.twimg.com/media/Eu_ToXUXAAA9f5_.png'],"['ratioed', 'wef', 'klausschwab', 'fascists', 'globalists', 'thegreatreset', 'covid19', 'lockdown', 'roadmap', 'vaccine', 'vaccinepassports']",-0.886,18,30.7,19,0,0,11,0,"['No', ""one's"", 'buying', 'their', 'Fascist', 'bullshit', 'anymore', '.', '#Ratioed', '#WEF', '#KlausSchwab', '#Fascists', '#Globalists', '#TheGreatReset', '#Covid19', '#Lockdown', '#Roadmap', '#Vaccine', '#VaccinePassports', 'https://t.co/wpDB6ZnNDW']","[""one's"", 'buying', 'Fascist', 'bullshit', 'anymore', '.', '#Ratioed', '#WEF', '#KlausSchwab', '#Fascists', '#Globalists', '#TheGreatReset', '#Covid19', '#Lockdown', '#Roadmap', '#Vaccine', '#VaccinePassports', 'https://t.co/wpDB6ZnNDW']",FAKE
12431,2021-02-15 07:46:03 Eastern Standard Time,1.26E+18,kpfluri,Chance Of Fluri,Robert F. Kennedy Jr. silenced by #BigTech   https://t.co/OQsSmwymrB  #Politics #COVID19 #COVIDVaccine #vaccine #coronavirus #cdnmedia #podcast #news #CoFluri #ConJam #WakeUp #BigTechCensorship #censorship #misinformation #disinformation #antivaxx #COVIDIOTS #Freedom,0,0,[],['https://rumble.com/vdu1jf-robert-f.-kennedy-jr.-banned-from-instagram-for-misinformation.html'],[],"['bigtech', 'politics', 'covid19', 'covidvaccine', 'vaccine', 'coronavirus', 'cdnmedia', 'podcast', 'news', 'cofluri', 'conjam', 'wakeup', 'bigtechcensorship', 'censorship', 'misinformation', 'disinformation', 'antivaxx', 'covidiots', 'freedom']",0.4404,26,34.9,26,0,0,19,1,"['Robert', 'F', '.', 'Kennedy', 'Jr', '.', 'silenced', 'by', '#BigTech', 'https://t.co/OQsSmwymrB', '#Politics', '#COVID19', '#COVIDVaccine', '#vaccine', '#coronavirus', '#cdnmedia', '#podcast', '#news', '#CoFluri', '#ConJam', '#WakeUp', '#BigTechCensorship', '#censorship', '#misinformation', '#disinformation', '#antivaxx', '#COVIDIOTS', '#Freedom']","['Robert', 'F', '.', 'Kennedy', 'Jr', '.', 'silenced', '#BigTech', 'https://t.co/OQsSmwymrB', '#Politics', '#COVID19', '#COVIDVaccine', '#vaccine', '#coronavirus', '#cdnmedia', '#podcast', '#news', '#CoFluri', '#ConJam', '#WakeUp', '#BigTechCensorship', '#censorship', '#misinformation', '#disinformation', '#antivaxx', '#COVIDIOTS', '#Freedom']",FAKE
6596,2021-02-19 08:06:20 Eastern Standard Time,1.32E+18,endlockdowns1,rebel with a cause,#Perseverance #level5 #vaccine #COVID19  vaccine passports are creating a society of nazis who demand others bow to their will. Welcome to the end of the free world. If you agree with a vaccine passport you are a nazi,1,1,[],[],[],"['perseverance', 'level5', 'vaccine', 'covid19']",0.8591,6,7.1,38,0,0,4,0,"['#Perseverance', '#level5', '#vaccine', '#COVID19', 'vaccine', 'passports', 'are', 'creating', 'a', 'society', 'of', 'nazis', 'who', 'demand', 'others', 'bow', 'to', 'their', 'will', '.', 'Welcome', 'to', 'the', 'end', 'of', 'the', 'free', 'world', '.', 'If', 'you', 'agree', 'with', 'a', 'vaccine', 'passport', 'you', 'are', 'a', 'nazi']","['#Perseverance', '#level5', '#vaccine', '#COVID19', 'vaccine', 'passports', 'creating', 'society', 'nazis', 'demand', 'others', 'bow', '.', 'Welcome', 'end', 'free', 'world', '.', 'agree', 'vaccine', 'passport', 'nazi']",FAKE
1015,2021-02-24 07:10:46 Eastern Standard Time,2964562403,bijtayari,Bijan Tayari,"Still playing realpolitik while #Covid19 #Fascism is destroying lives and livelihoods, and #Nazi #Vaccine enforcement is being normalised!!!!!!",0,0,[],[],[],"['covid19', 'fascism', 'nazi', 'vaccine']",-0.471,11,20.5,18,0,6,4,0,"['Still', 'playing', 'realpolitik', 'while', '#Covid19', '#Fascism', 'is', 'destroying', 'lives', 'and', 'livelihoods', ',', 'and', '#Nazi', '#Vaccine', 'enforcement', 'is', 'being', 'normalised', '!', '!', '!', '!', '!', '!']","['Still', 'playing', 'realpolitik', '#Covid19', '#Fascism', 'destroying', 'lives', 'livelihoods', ',', '#Nazi', '#Vaccine', 'enforcement', 'normalised', '!', '!', '!', '!', '!', '!']",FAKE
1121,2021-02-24 04:27:20 Eastern Standard Time,1.25E+18,waronspeech,War On Speech,@thetimes The Nazis lost the battle but won the war. #CrimeAgainstHumanity so many people died in vain for our freedom &amp; then we give it away #COVID19. No more flu anymore. Has to be #COVID the #vaccine is the #virus.  #VaccinateTeachers  https://t.co,0,0,[],[],"['https://pbs.twimg.com/media/Eu-z6L3WYAAfMEZ.png', 'https://pbs.twimg.com/media/Eu-z7nAXUAAmlvj.jpg', 'https://pbs.twimg.com/media/Eu-z8_DXIAUhHg9.jpg', 'https://pbs.twimg.com/media/Eu-0Am8WQAE_ZXx.jpg']","['crimeagainsthumanity', 'covid19', 'covid', 'vaccine', 'virus', 'vaccinateteachers']",-0.6736,17,9.4,42,0,0,6,0,"['@thetimes', 'The', 'Nazis', 'lost', 'the', 'battle', 'but', 'won', 'the', 'war', '.', '#CrimeAgainstHumanity', 'so', 'many', 'people', 'died', 'in', 'vain', 'for', 'our', 'freedom', '&', 'amp', ';', 'then', 'we', 'give', 'it', 'away', '#COVID19', '.', 'No', 'more', 'flu', 'anymore', '.', 'Has', 'to', 'be', '#COVID', 'the', '#vaccine', 'is', 'the', '#virus', '.', '#VaccinateTeachers', 'https://t.co']","['@thetimes', 'Nazis', 'lost', 'battle', 'war', '.', '#CrimeAgainstHumanity', 'many', 'people', 'died', 'vain', 'freedom', '&', 'amp', ';', 'give', 'away', '#COVID19', '.', 'flu', 'anymore', '.', '#COVID', '#vaccine', '#virus', '.', '#VaccinateTeachers', 'https://t.co']",FAKE
10751,2021-02-16 10:48:10 Eastern Standard Time,266067803,infinite_ennui,Infinite Idiocracy,"My body, my choice.  This is non-negotiable.  No Nazi Government is going to bounce me into having anything put into my body that I don't want.  Fking Fascists.  #Vaccine #Covid19 #Lockdown #BorisJohnson #NaziTories #Globalists #BillGates #Lockown2021",0,0,[],[],[],"['vaccine', 'covid19', 'lockdown', 'borisjohnson', 'nazitories', 'globalists', 'billgates', 'lockown2021']",-0.2095,15,24.3,36,0,0,8,0,"['My', 'body', ',', 'my', 'choice', '.', 'This', 'is', 'non-negotiable', '.', 'No', 'Nazi', 'Government', 'is', 'going', 'to', 'bounce', 'me', 'into', 'having', 'anything', 'put', 'into', 'my', 'body', 'that', 'I', ""don't"", 'want', '.', 'Fking', 'Fascists', '.', '#Vaccine', '#Covid19', '#Lockdown', '#BorisJohnson', '#NaziTories', '#Globalists', '#BillGates', '#Lockown2021']","['body', ',', 'choice', '.', 'non-negotiable', '.', 'Nazi', 'Government', 'going', 'bounce', 'anything', 'put', 'body', 'want', '.', 'Fking', 'Fascists', '.', '#Vaccine', '#Covid19', '#Lockdown', '#BorisJohnson', '#NaziTories', '#Globalists', '#BillGates', '#Lockown2021']",FAKE
12809,2021-02-14 20:26:51 Eastern Standard Time,3549409095,axz678,Taboo Intel (Naomi),"Another parallel between Nazi Germany and present times that the hypocritical left doesn't see:  In Nazi propaganda, the Jews were painted as being ""infected"" and ""spreading disease"". This brought fear and hatred toward them. Sound familiar? #COVID19 #vaccine",0,0,[],[],[],"['covid19', 'vaccine']",-0.9393,12,12.3,38,1,0,2,0,"['Another', 'parallel', 'between', 'Nazi', 'Germany', 'and', 'present', 'times', 'that', 'the', 'hypocritical', 'left', ""doesn't"", 'see', ':', 'In', 'Nazi', 'propaganda', ',', 'the', 'Jews', 'were', 'painted', 'as', 'being', '""', 'infected', '""', 'and', '""', 'spreading', 'disease', '""', '.', 'This', 'brought', 'fear', 'and', 'hatred', 'toward', 'them', '.', 'Sound', 'familiar', '?', '#COVID19', '#vaccine']","['Another', 'parallel', 'Nazi', 'Germany', 'present', 'times', 'hypocritical', 'left', 'see', ':', 'Nazi', 'propaganda', ',', 'Jews', 'painted', '""', 'infected', '""', '""', 'spreading', 'disease', '""', '.', 'brought', 'fear', 'hatred', 'toward', '.', 'Sound', 'familiar', '?', '#COVID19', '#vaccine']",FAKE
17644,2021-02-10 15:41:20 Eastern Standard Time,148531697,tired1967,Del,The #nazis are coming #COVID19 #vaccine  https://t.co/zseiUy42qy,0,0,[],['https://richieallen.co.uk/refuse-a-vaccine-youre-likely-to-be-visited-by-a-persuader/'],[],"['nazis', 'covid19', 'vaccine']",0,8,20.4,7,0,0,3,1,"['The', '#nazis', 'are', 'coming', '#COVID19', '#vaccine', 'https://t.co/zseiUy42qy']","['#nazis', 'coming', '#COVID19', '#vaccine', 'https://t.co/zseiUy42qy']",FAKE
1377,2021-02-23 22:02:49 Eastern Standard Time,9.12E+17,icitizen12,Citizen of the planet Earth,"The beginning of authoritarian Orwellian rule is actually happening. They (the left) keep saying no it isn't, yet things like this keep happening.  It's actually coming.  #FacebookAustralia #CNN #uk #USA #vaccine #VaccinePassports #COVID19 #coronavirus #Biden @Timcast @MarkDice",1,3,"[{'screen_name': 'timcast', 'name': 'tim pool', 'id': '27000730'}, {'screen_name': 'markdice', 'name': 'mark dice', 'id': '35039490'}]",[],[],"['facebookaustralia', 'cnn', 'uk', 'usa', 'vaccine', 'vaccinepassports', 'covid19', 'coronavirus', 'biden']",-0.5122,19,18.4,37,0,0,9,0,"['The', 'beginning', 'of', 'authoritarian', 'Orwellian', 'rule', 'is', 'actually', 'happening', '.', 'They', '(', 'the', 'left', ')', 'keep', 'saying', 'no', 'it', ""isn't"", ',', 'yet', 'things', 'like', 'this', 'keep', 'happening', '.', ""It's"", 'actually', 'coming', '.', '#FacebookAustralia', '#CNN', '#uk', '#USA', '#vaccine', '#VaccinePassports', '#COVID19', '#coronavirus', '#Biden', '@Timcast', '@MarkDice']","['beginning', 'authoritarian', 'Orwellian', 'rule', 'actually', 'happening', '.', '(', 'left', ')', 'keep', 'saying', ',', 'yet', 'things', 'like', 'keep', 'happening', '.', 'actually', 'coming', '.', '#FacebookAustralia', '#CNN', '#uk', '#USA', '#vaccine', '#VaccinePassports', '#COVID19', '#coronavirus', '#Biden', '@Timcast', '@MarkDice']",FAKE
4026,2021-02-21 17:18:03 Eastern Standard Time,1.33E+18,whirlingbitcoin,Hasti #Bitcoin #HODL,"Can someone put Bill Gates on a Diet of worms , synthetic meat and water from his own shit please  We can live stream his commitment  Heck, throw in Zucks too  #BillGates #MarkZuckerberg #DavosAgenda #COVID19 #vaccine",1,3,[],[],[],"['billgates', 'markzuckerberg', 'davosagenda', 'covid19', 'vaccine']",0.0772,7,20.1,36,0,0,5,0,"['Can', 'someone', 'put', 'Bill', 'Gates', 'on', 'a', 'Diet', 'of', 'worms', ',', 'synthetic', 'meat', 'and', 'water', 'from', 'his', 'own', 'shit', 'please', 'We', 'can', 'live', 'stream', 'his', 'commitment', 'Heck', ',', 'throw', 'in', 'Zucks', 'too', '#BillGates', '#MarkZuckerberg', '#DavosAgenda', '#COVID19', '#vaccine']","['someone', 'put', 'Bill', 'Gates', 'Diet', 'worms', ',', 'synthetic', 'meat', 'water', 'shit', 'please', 'live', 'stream', 'commitment', 'Heck', ',', 'throw', 'Zucks', '#BillGates', '#MarkZuckerberg', '#DavosAgenda', '#COVID19', '#vaccine']",FAKE
11718,2021-02-15 16:47:45 Eastern Standard Time,145341017,gerundagula,Mike FC,"It's the 'Chip' many thought was in #COVID19 #Vaccine (??) Actually comes after &amp; all our #Freedom seriously threatened forever. There's NO going back. You'll be monitored like a dog, they're chipped too.. #StateControl #Panorama  https://t.co/BUNDUVswrg",3,3,[],['https://news.sky.com/story/covid-19-boris-johnson-rules-out-vaccine-passports-for-trips-to-pub-12219118?dcmp=snt-sf-twitter'],[],"['covid19', 'vaccine', 'freedom', 'statecontrol', 'panorama']",0.1096,27,12.8,36,2,0,5,1,"[""It's"", 'the', ""'"", 'Chip', ""'"", 'many', 'thought', 'was', 'in', '#COVID19', '#Vaccine', '(', '?', '?', ')', 'Actually', 'comes', 'after', '&', 'amp', ';', 'all', 'our', '#Freedom', 'seriously', 'threatened', 'forever', '.', ""There's"", 'NO', 'going', 'back', '.', ""You'll"", 'be', 'monitored', 'like', 'a', 'dog', ',', ""they're"", 'chipped', 'too', '.', '.', '#StateControl', '#Panorama', 'https://t.co/BUNDUVswrg']","[""'"", 'Chip', ""'"", 'many', 'thought', '#COVID19', '#Vaccine', '(', '?', '?', ')', 'Actually', 'comes', '&', 'amp', ';', '#Freedom', 'seriously', 'threatened', 'forever', '.', ""There's"", 'going', 'back', '.', 'monitored', 'like', 'dog', ',', ""they're"", 'chipped', '.', '.', '#StateControl', '#Panorama', 'https://t.co/BUNDUVswrg']",FAKE
12684,2021-02-15 02:22:26 Eastern Standard Time,2889274562,standtallnroar,Stand Tall n Roar,COVID Vaccines Not Working - Four Oregon Citizens Test COVID-Positive Two Weeks After Receiving Second Vaccine Dose:  https://t.co/1ySB7Kuw01 #Trump #USA #America #Russia #Europe #UK #EU #Propaganda #Covid19 #Coronavirus #Vaccine #Australia #melbournelockdown #Breaking #News,2,2,[],['https://sptnkne.ws/FtCg'],[],"['trump', 'usa', 'america', 'russia', 'europe', 'uk', 'eu', 'propaganda', 'covid19', 'coronavirus', 'vaccine', 'australia', 'melbournelockdown', 'breaking', 'news']",-0.25,23,30.2,33,0,0,15,1,"['COVID', 'Vaccines', 'Not', 'Working', '-', 'Four', 'Oregon', 'Citizens', 'Test', 'COVID-Positive', 'Two', 'Weeks', 'After', 'Receiving', 'Second', 'Vaccine', 'Dose', ':', 'https://t.co/1ySB7Kuw01', '#Trump', '#USA', '#America', '#Russia', '#Europe', '#UK', '#EU', '#Propaganda', '#Covid19', '#Coronavirus', '#Vaccine', '#Australia', '#melbournelockdown', '#Breaking', '#News']","['COVID', 'Vaccines', 'Working', '-', 'Four', 'Oregon', 'Citizens', 'Test', 'COVID-Positive', 'Two', 'Weeks', 'Receiving', 'Second', 'Vaccine', 'Dose', ':', 'https://t.co/1ySB7Kuw01', '#Trump', '#USA', '#America', '#Russia', '#Europe', '#UK', '#EU', '#Propaganda', '#Covid19', '#Coronavirus', '#Vaccine', '#Australia', '#melbournelockdown', '#Breaking', '#News']",FAKE
18612,2021-02-10 03:55:02 Eastern Standard Time,2860188041,therobinson1982,Ben Robinson,"This pandemic is so blatant, so rampant that we need celebrity adverts, constant online propaganda and harsh compliance laws to remind us of its existence.  #coronavirusuk #COVID19 #Vaccine",0,2,[],[],[],"['coronavirusuk', 'covid19', 'vaccine']",-0.5994,6,19.7,28,0,0,3,0,"['This', 'pandemic', 'is', 'so', 'blatant', ',', 'so', 'rampant', 'that', 'we', 'need', 'celebrity', 'adverts', ',', 'constant', 'online', 'propaganda', 'and', 'harsh', 'compliance', 'laws', 'to', 'remind', 'us', 'of', 'its', 'existence', '.', '#coronavirusuk', '#COVID19', '#Vaccine']","['pandemic', 'blatant', ',', 'rampant', 'need', 'celebrity', 'adverts', ',', 'constant', 'online', 'propaganda', 'harsh', 'compliance', 'laws', 'remind', 'us', 'existence', '.', '#coronavirusuk', '#COVID19', '#Vaccine']",FAKE
